No,label,dipped,logged,easting,northing,lat,long,Revised aquifers,CHARACTER,FLOW_MECHA,Elevation of station,state,data amount,mean_depth,max_depth,min_depth,first year,last year,total year,cover year,classification,ts_slope (cm/year),pw_R2,windows,start year,end year,regions,5km circle,Irrigation intensity,LTA_PR
57,Royalty Farm,http://environment.data.gov.uk/hydrology/id/measures/f6487e6c-c35b-4fb0-851f-37e13d945bde-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/f6487e6c-c35b-4fb0-851f-37e13d945bde-gw-logged-i-subdaily-mAOD-qualified,393640,647458,55.720481,-2.102801,Fell Sandstone& Border Group,Moderately productive aquifer,Significant intergranular flow,56.28503799,qualified,4432,11.98939962,13.69503799,10.23349632,10/1/1990,10/1/2023,34,34,Slow increasing,-3.251967773,0.36679232,21,10/1/1995,10/1/2015,North East,32.94452074,1,0.387944414
58,Wested Farm,http://environment.data.gov.uk/hydrology/id/measures/9e1cff99-fda7-4e21-b8b7-74a386a20bd2-gw-dipped-i-mAOD-qualified,,551843,166864,51.380518,0.180509,Lower Greensand,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,99.65593719,qualified,1798,57.09161572,58.85593719,54.84593719,10/1/1962,10/1/2023,62,62,No trend,-0.197554348,0.004565248,61,10/1/1962,10/1/2022,Southern,790.3823844,1,0.664497113
59,Trowley Bottom Farm,http://environment.data.gov.uk/hydrology/id/measures/7af4d245-cf17-455e-bfdc-6c5fcd42df1b-gw-dipped-i-mAOD-qualified,,507710,213850,51.812908,-0.438941,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,116.9633026,qualified,494,10.87224997,18.9533026,5.0333026,10/1/1974,10/1/2023,50,49,Slow increasing,-3.557420799,0.1629502,10,10/1/1991,10/1/2000,Thames,371.4616913,101,0.617164812
60,Glynch 3,,http://environment.data.gov.uk/hydrology/id/measures/327c5a5d-b990-4dc3-9c45-e45844f7e63b_26348-gw-logged-i-subdaily-mAOD-qualified,374319,233620,52.000414,-2.375479,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,52.7105217,qualified,2591,19.55294024,21.56718837,16.8580217,10/1/2013,10/1/2022,10,10,Sudden downward change,41.88710757,0.953304623,2,10/1/2016,10/1/2017,Midlands,106.6757854,101,0.469846488
61,Pipe Green,http://environment.data.gov.uk/hydrology/id/measures/73ce392f-0891-4233-b9c0-98ecfaf1e557-gw-dipped-i-mAOD-qualified,,410622,309643,52.684369,-1.844301,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,82.61011505,qualified,348,1.561063326,3.13011505,0.74011505,10/1/1991,10/1/2022,32,32,Sudden upward change,-3.429292929,0.854617268,4,10/1/1997,10/1/2000,Midlands,634.2324252,251,0.434571346
62,Itteringham 2,http://environment.data.gov.uk/hydrology/id/measures/76e6589c-c776-40f0-bac1-6e962d336256-gw-dipped-i-mAOD-qualified,,613063,332152,52.844696,1.16238,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,46.5690155,qualified,318,15.58168846,16.6390155,14.7090155,10/1/1984,10/1/2023,40,32,No trend,0.055185284,0.102375337,17,10/1/1986,10/1/2002,Anglian,65.62562865,1001,0.595256729
63,Winchester Guildhall,http://environment.data.gov.uk/hydrology/id/measures/90fd2961-bed5-4105-90fd-96349115fcb6-gw-dipped-i-mAOD-qualified,,448505,129295,51.060948,-1.309225,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,36.06915283,qualified,274,2.666780567,3.41915283,1.28915283,10/1/2000,10/1/2023,24,24,No trend,-0.43452381,0.082706555,20,10/1/2004,10/1/2023,Southern,577.4225931,1,0.795229832
64,Hambleton,http://environment.data.gov.uk/hydrology/id/measures/8ac175df-5d44-40c4-af14-5a7c46fdeaca-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/8ac175df-5d44-40c4-af14-5a7c46fdeaca-gw-logged-i-subdaily-mAOD-qualified,456331,431418,53.776045,-1.146705,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,7.065656185,qualified,11600,2.376575478,3.805656185,1.044031185,10/1/1988,10/1/2023,36,36,Slow increasing,-5.181430132,0.850853091,17,10/1/1995,10/1/2011,North East,249.1035911,501,0.248794699
65,Cocker Bridge,http://environment.data.gov.uk/hydrology/id/measures/82562637-e59a-4e38-91e7-020a222caef2-gw-dipped-i-mAOD-qualified,,345255,451355,53.955361,-2.835742,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,5.025273323,qualified,414,0.562060763,1.675273323,-0.544726677,10/1/1965,10/1/2022,58,44,No trend,-0.328178419,0.038163922,58,10/1/1965,10/1/2022,North West,91.4337219,1,1.377033017
66,Lynstead,http://environment.data.gov.uk/hydrology/id/measures/49b43b86-1f00-4df0-b7e0-d16e1e0aab6a-gw-dipped-i-mAOD-qualified,,594652,160394,51.309359,0.791414,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,37.01755905,qualified,244,18.40896479,21.01755905,14.22755905,10/1/1999,10/1/2022,24,24,No trend,-0.981881313,0.07389423,2,10/1/2012,10/1/2013,Southern,240.0360325,251,0.617036654
67,Cundall Sandstone,http://environment.data.gov.uk/hydrology/id/measures/4a854eb5-c5c0-414c-8715-cebd4085ca89-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/4a854eb5-c5c0-414c-8715-cebd4085ca89-gw-logged-i-subdaily-mAOD-qualified,442090,472497,54.14657,-1.357128,Triassic Sandstone,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,18.49160576,qualified,11480,2.130965575,2.939939093,1.252772427,10/1/1986,10/1/2023,38,38,No trend,-1.402883743,0.463507951,17,10/1/1996,10/1/2012,North East,65.31352166,251,0.299044013
68,Isleham Fen,http://environment.data.gov.uk/hydrology/id/measures/3402a000-342b-4a12-aecb-3f11cde12d70-gw-dipped-i-mAOD-qualified,,562809,279084,52.385574,0.390857,Lower Greensand,Rocks with essentially no groundwater,,0.668164074,no enough data,no enough data,,,,,,,,,,,,,,,,,
69,Whitworth Hall,http://environment.data.gov.uk/hydrology/id/measures/72a62131-cf35-4f65-b5f7-a9fb3d043612-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/72a62131-cf35-4f65-b5f7-a9fb3d043612-gw-logged-i-subdaily-mAOD-qualified,423711,535011,54.709543,-1.633509,Unallocated to aquifers,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,89.8429184,qualified,6789,37.62520878,53.37750173,33.8829184,10/1/2000,10/1/2023,24,23,Sudden upward change,-25.43196169,0.978037722,8,10/1/2000,10/1/2007,North East,554.6150746,1,0.310853357
70,Painsbrook,,http://environment.data.gov.uk/hydrology/id/measures/7b8dee44-4fc6-4218-96b5-f9b966335190-gw-logged-i-subdaily-mAOD-qualified,353185,320925,52.783851,-2.695538,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,72.84960938,qualified,3095,5.617563885,7.98460938,4.50460938,10/1/2008,10/1/2022,15,10,Slow decreasing,3.002779542,0.027274709,15,10/1/2008,10/1/2022,Midlands,126.3984488,251,0.54604387
71,Bow Wow,http://environment.data.gov.uk/hydrology/id/measures/ba4127b8-b925-42df-b859-0932394be0bc-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/ba4127b8-b925-42df-b859-0932394be0bc-gw-logged-i-subdaily-mAOD-qualified,405535,197635,51.67745,-1.921342,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,89.21156311,qualified,1134,0.964645369,1.90156311,0.489854777,10/1/2003,10/1/2023,21,19,No trend,-0.847222222,0.387384358,1,10/1/2018,10/1/2018,Thames,160.3332701,51,0.588019071
72,Dambridge Drift,,http://environment.data.gov.uk/hydrology/id/measures/1c578eb1-9f07-448e-8aa4-5e7ce09c392e_644610007-gw-logged-i-subdaily-mAOD-qualified,625179,157488,51.272022,1.226877,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,4.860437393,same coordinate,6009,2.012457008,2.78335406,1.051187393,10/1/2005,10/1/2022 0:00,18,18,,,,,,,,,,
73,Dambridge Chalk,,http://environment.data.gov.uk/hydrology/id/measures/1c578eb1-9f07-448e-8aa4-5e7ce09c392e_644610006-gw-logged-i-subdaily-mAOD-qualified,625179,157488,51.272022,1.226877,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,4.860437393,same coordinate,5926,3.03043249,4.019770726,1.972520726,10/1/2005,10/1/2022 0:00,18,18,,,,,,,,,,
74,Aughton Cliffs Farm,http://environment.data.gov.uk/hydrology/id/measures/2c456f7e-37b7-45cd-bf6c-a103bd12ccb2-gw-dipped-i-mAOD-qualified,,338185,409275,53.5764,-2.935024,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,19.20391846,qualified,119,10.19190165,24.05391846,0.96391846,10/1/1983,10/1/2022,40,33,Slow increasing,-65.92509775,0.993185315,28,10/1/1985,10/1/2012,North West,435.2414146,101,0.349516511
75,Pipstile Farm Uphampton,http://environment.data.gov.uk/hydrology/id/measures/9adbd1d5-96aa-4eb6-b578-b9e4de87aee7-gw-dipped-i-mAOD-qualified,,383541,264701,52.280196,-2.242666,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,66.90311432,qualified,697,5.15060356,7.68311432,2.11311432,10/1/1973,10/1/2022,50,49,No trend,-0.245238095,0.011007121,40,10/1/1974,10/1/2013,Midlands,125.1209151,1001,0.413562078
76,Challenge Farm,http://environment.data.gov.uk/hydrology/id/measures/196f85be-141a-411b-a59b-f6723ca0e889-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/196f85be-141a-411b-a59b-f6723ca0e889-gw-logged-i-subdaily-mAOD-qualified,580808,160497,51.314848,0.593064,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,162.7789154,qualified,3483,93.52625037,95.19724873,91.1589154,10/1/1984,10/1/2022,39,36,No trend,0.831813939,0.023083595,39,10/1/1984,10/1/2022,Southern,667.5078114,251,0.689420957
77,Frome,http://environment.data.gov.uk/hydrology/id/measures/6857fd53-b4fa-4871-8a02-19a32297d594-gw-dipped-i-mAOD-qualified,,377287,149764,51.246587,-2.326782,Unallocated to aquifers,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,60.13240814,qualified,829,4.285805808,6.13240814,2.00240814,10/1/1974,10/1/2023,50,49,No trend,0.123722594,0.007353992,14,10/1/2010,10/1/2023,South West,403.5952194,51,1.035189686
78,Shortheath Pond,http://environment.data.gov.uk/hydrology/id/measures/ace4c039-beca-4a57-823b-8520c579c504-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/ace4c039-beca-4a57-823b-8520c579c504-gw-logged-i-subdaily-mAOD-qualified,477560,136820,51.125417,-0.893077,Lower Greensand,Highly productive aquifer,Significant intergranular flow,74.02702332,qualified,6446,0.643301746,1.21902332,-0.378935013,10/1/2001,10/1/2023,23,22,No trend,-1.02731,0.99416207,3,10/1/2017,10/1/2019,Thames,265.0426221,501,0.855006121
79,Hornsea,http://environment.data.gov.uk/hydrology/id/measures/220de642-8e8f-49a8-8c7f-91730d87444d-gw-dipped-i-mAOD-qualified,,518302,448799,53.921812,-0.200043,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,19.15652275,qualified,490,2.621114587,5.72652275,0.18652275,10/1/1978,10/1/2023,46,45,No trend,-1.364171891,0.251006571,2,10/1/2005,10/1/2006,North East,105.0961988,51,0.324083567
80,Crudwell,http://environment.data.gov.uk/hydrology/id/measures/a8c57c07-a2de-4dc9-88c5-953b3c176cb7-gw-dipped-i-mAOD-qualified,,395655,192785,51.633851,-2.064169,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,95.53489685,qualified,537,8.713407092,24.16489685,1.70489685,10/1/1982,10/1/2023,42,42,Slow increasing,-2.650520833,0.049774306,29,10/1/1995,10/1/2023,Thames,116.6591895,251,0.083382795
81,Wrelton Paddock,http://environment.data.gov.uk/hydrology/id/measures/f4f9e29a-67e5-43a6-a9dc-e9fc88ef73a4-gw-dipped-i-mAOD-qualified,,476580,485934,54.263332,-0.825793,Triassic Sandstone,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,41.52085114,qualified,454,11.48296568,13.85085114,6.85085114,10/1/1982,10/1/2023,42,41,Slow increasing,-2.856609195,0.215167581,33,10/1/1991,10/1/2023,North East,29.48833785,751,0.876908037
82,Black Hall Farm,http://environment.data.gov.uk/hydrology/id/measures/f56bcdea-cec6-445f-858e-7eb3e28c13e1-gw-dipped-i-mAOD-qualified,,427625,287725,52.48674,-1.594605,Unallocated to aquifers,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,118.1890106,qualified,208,12.45331348,14.4790106,10.2190106,10/1/2003,10/1/2022,20,20,No trend,-0.425,0.507765755,2,10/1/2006,10/1/2007,Midlands,178.8040171,501,0.136122343
83,Cockley Cley Copse,http://environment.data.gov.uk/hydrology/id/measures/53aad76b-6d76-43b2-bfe5-23751dbc87d0-gw-dipped-i-mAOD-qualified,,579672,303892,52.60309,0.65174,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,34.00589752,qualified,103,13.11914995,14.88589752,11.93089752,10/1/1995,10/1/2023,29,23,No trend,-0.75,0.149769655,29,10/1/1995,10/1/2023,Anglian,61.14781607,5001,0.482224618
84,Westpoint,,http://environment.data.gov.uk/hydrology/id/measures/37624cbe-e179-4f97-8901-2c1d1454c1db-gw-logged-i-subdaily-mAOD-qualified,298697,91240,50.711934,-3.436166,Permian Sandstone,Rocks with essentially no groundwater,,24.96103096,qualified,5505,4.664494003,5.67121846,3.939708043,10/1/2006,10/1/2021,16,16,No trend,-1.003314289,0.169794273,14,10/1/2006,10/1/2019,South West,698.7889628,51,0.747119493
85,West Cowick,http://environment.data.gov.uk/hydrology/id/measures/8d99a6b7-3f8a-4400-8890-c46c13c73521-gw-dipped-i-mAOD-qualified,,464601,421302,53.684177,-1.023343,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,5.946015835,qualified,359,0.98058408,3.446015835,-0.174984165,10/1/1993,10/1/2023,31,31,No trend,-0.350877193,0.074428125,29,10/1/1995,10/1/2023,North East,140.2040489,51,0.166111547
86,Iwerne Hill Farm,,http://environment.data.gov.uk/hydrology/id/measures/b35221a6-1049-4e08-9919-3a10ad732bc6-gw-logged-i-subdaily-mAOD-qualified,388580,114420,50.929113,-2.163861,Lower Greensand,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,186.0513611,qualified,5297,81.73731896,86.61802777,71.37063193,10/1/2008,10/1/2022,15,15,No trend,0.86507851,0.001332657,10,10/1/2010,10/1/2019,South West,71.12905241,101,1.082393953
87,Old Well House,,http://environment.data.gov.uk/hydrology/id/measures/1a4e369e-8a73-4f97-a001-531ea596d3ad-gw-logged-i-subdaily-mAOD-qualified,545070,153800,51.264897,0.077943,Lower Greensand,Highly productive aquifer,Significant intergranular flow,119.5168381,qualified,6587,20.77040772,25.2358381,16.1970881,10/1/1993,10/1/2020,28,23,Slow decreasing,5.258868169,0.26015292,12,10/1/1995,10/1/2006,Southern,192.8789838,1,0.838362806
88,Croxton Heath,http://environment.data.gov.uk/hydrology/id/measures/2a5dd70d-52b1-4c00-bf20-1028b59326d1-gw-dipped-i-mAOD-qualified,,589145,288195,52.458931,0.78252,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,37.97511673,qualified,204,10.57982261,15.23511673,5.44511673,10/1/1998,10/1/2023,26,23,Slow decreasing,15.38765432,0.338369192,5,10/1/2002,10/1/2006,Anglian,190.2017817,5001,0.484200497
89,Sproxton,http://environment.data.gov.uk/hydrology/id/measures/5852df4d-b7da-4af7-a422-1ad4b28d5332-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/5852df4d-b7da-4af7-a422-1ad4b28d5332-gw-logged-i-subdaily-mAOD-qualified,462352,481645,54.22672,-1.045082,Corallian Limestone,Rocks with essentially no groundwater,,71.12849426,qualified,13256,26.15446405,29.36849426,21.41182759,10/1/1972,10/1/2023,52,51,No trend,-1.52032532,0.149255387,52,10/1/1972,10/1/2023,North East,20.22620447,751,0.133081368
90,Mayhouse Farm,http://environment.data.gov.uk/hydrology/id/measures/a41e0cb3-e54e-43ac-b052-610f601a0964-gw-dipped-i-mAOD-qualified,,386475,262865,52.26377,-2.199586,Triassic Sandstone,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,37.08323669,qualified,430,2.10879483,4.03323669,-0.66676331,10/1/1983,10/1/2022,40,39,No trend,-0.732142857,0.056420935,25,10/1/1983,10/1/2007,Midlands,481.1097267,1001,0.097985215
91,Beenham,http://environment.data.gov.uk/hydrology/id/measures/814c9091-9ccc-4512-93ab-5fd08df8d2a0-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/814c9091-9ccc-4512-93ab-5fd08df8d2a0-gw-logged-i-subdaily-mAOD-qualified,459335,169345,51.420017,-1.148079,Chalk,Rocks with essentially no groundwater,,99.51280212,qualified,8756,47.8582351,50.07280212,45.74280212,10/1/1979,10/1/2023,45,45,Slow increasing,-3.059924164,0.244025319,21,10/1/2003,10/1/2023,Thames,151.8133544,51,0.085198279
92,Brislands Lane,http://environment.data.gov.uk/hydrology/id/measures/ae17284d-6603-4a4d-b4d6-3c0379c258e2-gw-dipped-i-mAOD-qualified,,465473,133500,51.097074,-1.066369,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,161.3292999,qualified,210,77.125538,84.7092999,67.8592999,10/1/1982,10/1/2022,41,35,Slow increasing,-2.511784512,0.039111382,29,10/1/1991,10/1/2019,Southern,109.1599471,1,1.169014765
93,Blackmore Farm,http://environment.data.gov.uk/hydrology/id/measures/47950d9b-0e6e-49bd-b91b-314465833a80-gw-dipped-i-mAOD-qualified,,426835,151855,51.26522,-1.61676,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,134.1482849,qualified,104,35.72982336,50.4182849,14.7382849,10/1/1966,10/1/2023,58,47,Slow decreasing,4,0.037541612,31,10/1/1966,10/1/1996,Southern,195.603157,1,0.739359545
94,Fox Hall,http://environment.data.gov.uk/hydrology/id/measures/58ffea31-f875-40ef-8727-ff5692a7e6cf-gw-dipped-i-mAOD-qualified,,332235,325805,52.825485,-3.007123,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,77.65715027,qualified,456,0.517676586,1.24715027,-0.25284973,10/1/1978,10/1/2022,45,44,No trend,0.694188165,0.127710836,26,10/1/1978,10/1/2003,Midlands,220.7467912,251,0.851688908
95,Jevington,http://environment.data.gov.uk/hydrology/id/measures/954b9841-6469-41cf-8597-487334362e72-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/954b9841-6469-41cf-8597-487334362e72-gw-logged-i-subdaily-mAOD-qualified,556341,101386,50.790961,0.216779,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,73.28177643,qualified,6228,41.66263636,46.28030768,18.29052643,10/1/1976,10/1/2023,48,41,No trend,1.027117752,0.000616344,30,10/1/1977,10/1/2006,Southern,792.1305304,1,1.028218965
96,Pickworth,http://environment.data.gov.uk/hydrology/id/measures/b8cad42f-338d-48da-9ec7-ab923e5c7fca-gw-dipped-i-mAOD-qualified,,504095,334375,52.896741,-0.45402,Oolites,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,55.0868187,qualified,635,29.94418878,34.3168187,20.8368187,10/1/1972,10/1/2023,52,43,No trend,-1.291666667,0.057229263,52,10/1/1972,10/1/2023,Anglian,47.21798928,751,0.245167161
97,Rowton,http://environment.data.gov.uk/hydrology/id/measures/6db14d79-b2bc-45e0-b7ef-dec22d39aba1-gw-dipped-i-mAOD-qualified,,360925,319485,52.771524,-2.580615,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,58.59719849,negative groundwater depth,293,-2.870139394,-1.31280151,-4.28280151,10/1/1982,10/1/2020 0:00,39,37,,,,,,,,,,
