No,label,dipped,logged,easting,northing,lat,long,Elevation,data amount (daily sample),data amount (annual sample),obsrevation start year,obsrevation end year,obsrevation span,mean_depth,max_depth,min_depth
103,Jubilee Bridge,http://environment.data.gov.uk/hydrology/id/measures/6a354378-c07c-4b88-97cc-64e3365ca0b3-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/6a354378-c07c-4b88-97cc-64e3365ca0b3-gw-logged-i-subdaily-mAOD-qualified,421000,534329,54.703534,-1.675633,56.94245529,10021,31,1993,2023,31,11.38579868,35.92037196,-0.62754471
106,Southover,http://environment.data.gov.uk/hydrology/id/measures/3d4a1bed-b01b-4329-ad16-55321640ed6e-gw-dipped-i-mAOD-qualified,,565221,271233,52.314334,0.422404,16.11675835,239,23,1998,2023,26,12.00014747,13.74675835,9.76675835
107,Ogbourne,http://environment.data.gov.uk/hydrology/id/measures/c46dd2a3-5189-4c1f-b7ad-6f471ff3e6eb-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/c46dd2a3-5189-4c1f-b7ad-6f471ff3e6eb-gw-logged-i-subdaily-mAOD-qualified,419454,172560,51.451688,-1.721421,141.0203552,7573,49,1974,2022,49,8.45309994,14.1103552,3.2103552
108,Little Thurlow,http://environment.data.gov.uk/hydrology/id/measures/1f47d9e0-1c60-4677-aad9-72bbe75ccdd7-gw-dipped-i-mAOD-qualified,,568000,251202,52.133572,0.453192,68.82952881,292,30,1992,2023,32,2.032415796,7.52952881,-0.87047119
109,Crookhall Bridge,http://environment.data.gov.uk/hydrology/id/measures/51bf117d-6b84-443f-bb3d-d18e35a4fc14-gw-dipped-i-mAOD-qualified,,347235,450625,53.949007,-2.805446,6.24879694,481,50,1961,2022,62,0.613173239,2.28879694,-0.31120306
110,Cowfold,http://environment.data.gov.uk/hydrology/id/measures/55c24adc-8f28-49ad-aa28-814e8310eac9-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/55c24adc-8f28-49ad-aa28-814e8310eac9-gw-logged-i-subdaily-mAOD-qualified,472765,157005,51.307516,-0.957493,65.90307617,486,23,1982,2023,42,7.533024887,10.33307617,6.67607617
111,Elm Place,http://environment.data.gov.uk/hydrology/id/measures/7f907c25-a129-4b3f-b719-fc68764a3dca-gw-dipped-i-mAOD-qualified,,576126,301843,52.585849,0.598347,17.40144539,238,25,1998,2022,25,9.018084045,9.88344539,7.84144539
113,Rabbits Farm,http://environment.data.gov.uk/hydrology/id/measures/be219a43-918c-4c73-a57a-1388340ec5f4-gw-dipped-i-mAOD-qualified,,557750,168650,51.394955,0.266112,78.079216,311,30,1992,2023,32,56.46201343,59.829216,53.209216
114,Side Saddle Farm,http://environment.data.gov.uk/hydrology/id/measures/bfa1e86a-1789-4adc-b4a1-c89838dfc399-gw-dipped-i-mAOD-qualified,,359385,324605,52.817433,-2.604078,73.83473206,280,33,1984,2020,37,2.153214203,3.64473206,0.54473206
115,Fordington Down,,http://environment.data.gov.uk/hydrology/id/measures/46cb6796-334e-4737-9dae-711cdf640fb7-gw-logged-i-subdaily-mAOD-qualified,365369,90502,50.713108,-2.491858,131.9833527,2611,9,2015,2023,9,57.44428583,63.58064437,47.19073245
116,Figheldean Deep,http://environment.data.gov.uk/hydrology/id/measures/2b682b4f-0398-460e-8903-49d6d90c6eee_90114303-gw-dipped-i-mAOD-qualified,,415687,146780,51.22,-1.776759,78.47982788,233,22,2002,2023,22,1.075021013,1.64982788,0.17982788
117,Figheldean Shallow,http://environment.data.gov.uk/hydrology/id/measures/2b682b4f-0398-460e-8903-49d6d90c6eee_90114304-gw-dipped-i-mAOD-qualified,,415674,146792,51.220108,-1.776945,79.05967712,238,22,2002,2023,22,1.4836267,2.06967712,0.58967712
118,High Road Ashton Keynes,http://environment.data.gov.uk/hydrology/id/measures/78683a5b-89e4-44e5-a64b-cbd083e597dc-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/78683a5b-89e4-44e5-a64b-cbd083e597dc-gw-logged-i-subdaily-mAOD-qualified,404780,193710,51.642166,-1.932313,83.46429443,6858,20,2004,2023,20,0.857691782,1.320961097,0.301086097
119,Hurst Green,http://environment.data.gov.uk/hydrology/id/measures/88286eee-3ce0-499f-bf67-212e35bbae4b-gw-dipped-i-mAOD-qualified,,349185,415085,53.6298,-2.769865,17.23407745,194,37,1969,2022,54,2.552634151,4.19407745,0.68407745
122,Ord Road,http://environment.data.gov.uk/hydrology/id/measures/e50d2979-eb5a-49bf-b5ca-1e4b3f313ed5-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/e50d2979-eb5a-49bf-b5ca-1e4b3f313ed5-gw-logged-i-subdaily-mAOD-qualified,398710,652075,55.762006,-2.022117,18.18367958,7570,24,1990,2013,24,19.721217,32.84730458,11.53701291
123,Crosshill,,http://environment.data.gov.uk/hydrology/id/measures/71a43cfe-c5cc-4091-af22-2edc55d071bb-gw-logged-i-subdaily-mAOD-qualified,349395,315345,52.733351,-2.750862,79.69293213,9929,32,1991,2022,32,27.25451559,27.8530988,26.63614046
124,Newbarn Cottage,http://environment.data.gov.uk/hydrology/id/measures/59d94c00-c984-4a7b-98d4-d7234a58cc7f-gw-dipped-i-mAOD-qualified,,473235,118135,50.957995,-0.95864,101.7678452,740,41,1965,2023,59,23.67669655,35.1478452,3.6378452
125,Walford,http://environment.data.gov.uk/hydrology/id/measures/d03630ed-a551-4ccd-8f9a-be4258495c14-gw-dipped-i-mAOD-qualified,,343235,320575,52.779748,-2.842985,74.95154572,343,33,1986,2022,37,17.70502969,20.05154572,16.51154572
126,Marldell,http://environment.data.gov.uk/hydrology/id/measures/0738d2b4-3427-4a0a-a00c-9b9d7ba46313-gw-dipped-i-mAOD-qualified,,463370,124996,51.020851,-1.097884,118.7969742,179,31,1986,2022,37,38.90853845,41.9969742,33.9069742
128,Crondall,http://environment.data.gov.uk/hydrology/id/measures/4f106d94-1474-4ba2-a589-2e68da6ea20f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/4f106d94-1474-4ba2-a589-2e68da6ea20f-gw-logged-i-subdaily-mAOD-qualified,479475,148665,51.231643,-0.863102,91.49639893,1616,75,1949,2023,75,6.850146192,10.53639893,3.36639893
129,Vicarage Farm,http://environment.data.gov.uk/hydrology/id/measures/70073f33-1550-404a-85ca-e1bc6b476e21-gw-dipped-i-mAOD-qualified,,558418,262932,52.241771,0.318797,31.22914124,229,22,1998,2019,22,17.832067,24.38914124,12.00914124
130,Hoad Farm,http://environment.data.gov.uk/hydrology/id/measures/2564c462-a022-4919-96ac-c2b3eb9fc706-gw-dipped-i-mAOD-qualified,,617867,156290,51.264106,1.12149,46.54291534,324,40,1967,2022,56,29.67001411,35.83291534,23.14291534
131,Higham Mill,http://environment.data.gov.uk/hydrology/id/measures/b78d818a-7953-4e67-ba1e-a6da2a27c2b7-gw-dipped-i-mAOD-qualified,,572288,171659,51.41776,0.47634,56.71195221,525,57,1967,2023,57,52.62372364,53.94195221,51.76195221
132,Toad Hall,http://environment.data.gov.uk/hydrology/id/measures/2e47e370-8d67-4bf0-bc78-d35aa1a6214b-gw-dipped-i-mAOD-qualified,,556510,131382,51.060446,0.23204,130.0462952,230,39,1977,2022,46,10.01653433,11.2962952,7.5162952
133,Whitbread,http://environment.data.gov.uk/hydrology/id/measures/cb99c895-3432-4674-b3d0-1a4e6c23aa10-gw-dipped-i-mAOD-qualified,,358495,428785,53.753753,-2.630933,48.58363342,124,33,1980,2022,43,37.92960116,40.23363342,35.41363342
134,Leedsgate Farm,http://environment.data.gov.uk/hydrology/id/measures/064f5941-fc17-4cd0-8618-2b8bcf722954-gw-dipped-i-mAOD-qualified,,523725,358735,53.111449,-0.153044,10.24935913,364,35,1982,2023,42,1.496501987,2.44935913,0.75935913
135,Perimeter Road,,http://environment.data.gov.uk/hydrology/id/measures/62090afb-44e6-4848-93b7-44bf3c02e7e2-gw-logged-i-subdaily-mAOD-qualified,343945,398145,53.477019,-2.846049,48.57095718,400,47,1966,2021,56,24.44043687,30.23095718,9.59095718
136,Alsa Wood Cottage,http://environment.data.gov.uk/hydrology/id/measures/d7f39c74-20b8-4ecc-a730-659b45565cac-gw-dipped-i-mAOD-qualified,,552259,226414,51.915438,0.212382,99.39503479,458,43,1981,2023,43,34.04005662,37.03503479,30.52503479
137,Lullingstone,http://environment.data.gov.uk/hydrology/id/measures/3335e750-8b05-4eff-a0bc-e06f9f9226dc_441325004-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/3335e750-8b05-4eff-a0bc-e06f9f9226dc_441325004-gw-logged-i-subdaily-mAOD-qualified,553496,164800,51.361528,0.203352,52.74417877,3744,25,1997,2021,25,12.01320258,14.20417877,9.899970437
139,Kenninghall Place,,http://environment.data.gov.uk/hydrology/id/measures/11e7f57d-5806-4011-9ddb-31d2fdae617e-gw-logged-i-subdaily-mAOD-qualified,607453,285624,52.42921,1.049995,51.03430939,218,21,1998,2018,21,7.357199298,9.63430939,6.00430939
140,St Philomenas School,http://environment.data.gov.uk/hydrology/id/measures/eb17f237-a0e0-4dfb-bb81-2c183ce967c1-gw-dipped-i-mAOD-qualified,,527582,164390,51.36425,-0.168785,38.49332047,366,30,1989,2022,34,3.915301344,11.14332047,-0.63667953
141,Church Farm Cottage,http://environment.data.gov.uk/hydrology/id/measures/07da52f8-7dae-415c-87ed-77a0ed3a5b28-gw-dipped-i-mAOD-qualified,,585105,309829,52.654579,0.735193,59.73609161,129,15,2005,2023,19,10.96919239,14.30609161,4.44609161
142,High School,http://environment.data.gov.uk/hydrology/id/measures/8730b0fa-4d19-4b85-a5cf-48477310e550-gw-dipped-i-mAOD-qualified,,384465,397785,53.476548,-2.235523,40.15824127,182,36,1970,2020,51,12.91104347,14.74824127,11.88824127
143,Lullingstone Centre,http://environment.data.gov.uk/hydrology/id/measures/7f7c7c32-e2e9-46ab-9465-d03d1330db87-gw-dipped-i-mAOD-qualified,,552677,163876,51.353447,0.191201,46.84046936,510,32,1992,2023,32,1.402547791,2.85046936,-0.10953064
144,Washdyke Bridge,http://environment.data.gov.uk/hydrology/id/measures/2046056b-bafa-481c-9646-13a74b573059-gw-dipped-i-mAOD-qualified,,547545,379465,53.291599,0.212122,2.51836729,935,47,1973,2023,51,1.513319162,2.82836729,0.48836729
145,Wilmington Grammar,http://environment.data.gov.uk/hydrology/id/measures/da309054-7693-454f-a194-239221c69f97-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/da309054-7693-454f-a194-239221c69f97-gw-logged-i-subdaily-mAOD-qualified,552461,172312,51.429302,0.191722,25.87277412,5180,28,1995,2022,28,14.09197657,16.22277412,11.88456579
146,Dowlands Tangley,http://environment.data.gov.uk/hydrology/id/measures/e8e26bb3-d369-49d2-8278-cec3a97f8a80-gw-dipped-i-mAOD-qualified,,433405,153605,51.280609,-1.522434,200.5324402,421,37,1986,2023,38,78.00996989,79.2624402,75.1824402
147,Eve Stud,http://environment.data.gov.uk/hydrology/id/measures/e471ecc9-e5fa-4cb4-8f8d-ed27f9fdbd45-gw-dipped-i-mAOD-qualified,,566175,258171,52.196721,0.429963,114.4790649,221,24,1998,2023,26,49.54227757,52.9290649,46.4290649
150,The Soapworks,,http://environment.data.gov.uk/hydrology/id/measures/20575939-1f24-4294-ae22-a4892f589274-gw-logged-i-subdaily-mAOD-qualified,381619,396701,53.466712,-2.278339,23.65332031,4579,18,2002,2021,20,2.799723389,3.339986977,2.280403643
151,Clap Gate Cottage,http://environment.data.gov.uk/hydrology/id/measures/d6c2f7f0-bb0e-4111-a07a-940c2d586bb2-gw-dipped-i-mAOD-qualified,,446155,152255,51.267583,-1.339817,104.7096481,671,64,1959,2023,65,16.04352291,22.4696481,5.1796481
152,Quickset Road,http://environment.data.gov.uk/hydrology/id/measures/43cf6c22-50e8-4249-a3eb-6e9279da10a8-gw-dipped-i-mAOD-qualified,,546945,240221,52.040912,0.141085,87.8184967,244,24,1998,2023,26,31.53841473,38.4084967,21.9684967
153,Perrotts Brook,http://environment.data.gov.uk/hydrology/id/measures/494476b6-d74c-4325-b7c6-c8956024be63-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/494476b6-d74c-4325-b7c6-c8956024be63-gw-logged-i-subdaily-mAOD-qualified,401936,206076,51.753367,-1.973348,123.4022064,8956,40,1982,2022,41,2.563235527,8.2879564,-2.8957936
154,Greatwood Farm,,http://environment.data.gov.uk/hydrology/id/measures/c0b13c5f-e0d8-4984-9bfc-e8495ef39da2-gw-logged-i-subdaily-mAOD-qualified,377925,331205,52.877844,-2.329438,166.7106934,3354,11,2013,2023,11,60.82329952,61.8756934,59.76027673
155,Newmans Yard,,http://environment.data.gov.uk/hydrology/id/measures/952e26ac-e16d-4ad4-b748-cd128479e1a8-gw-logged-i-subdaily-mAOD-qualified,592023,329670,52.830317,0.848937,42.18383026,458,25,1993,2020,28,7.928414463,8.17383026,7.54383026
156,Little London Bramdean,http://environment.data.gov.uk/hydrology/id/measures/1045ceba-57c3-4e8a-b99e-7396e3a5cb98-gw-dipped-i-mAOD-qualified,,460449,128193,51.049909,-1.138992,78.57444763,469,49,1963,2023,61,4.291654453,7.25444763,1.22444763
157,School Lane,http://environment.data.gov.uk/hydrology/id/measures/74978a8a-71e3-4c75-8ac3-550fdbe11922-gw-dipped-i-mAOD-qualified,,557690,167110,51.381135,0.264566,104.5039063,482,43,1980,2022,43,73.94847062,75.7939063,71.8839063
158,Trafalgar square,http://environment.data.gov.uk/hydrology/id/measures/7982fec4-ffd8-424f-b198-af6b58e9796c-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/7982fec4-ffd8-424f-b198-af6b58e9796c-gw-logged-i-subdaily-mAOD-qualified,529974,180507,51.508548,-0.128535,12.5896759,4635,66,1950,2023,74,61.62527866,100.1796759,46.16709257
159,Seascale Hall,http://environment.data.gov.uk/hydrology/id/measures/0291a14f-c3c7-4665-addf-4e84e94aa0bc-gw-dipped-i-mAOD-qualified,,303975,502765,54.411225,-3.481051,25.35424614,125,29,1973,2010,38,10.10896614,11.40424614,8.96424614
160,Carley Hill,http://environment.data.gov.uk/hydrology/id/measures/83e28db3-9d76-417a-a9be-34d1a458d8bf-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/83e28db3-9d76-417a-a9be-34d1a458d8bf-gw-logged-i-subdaily-mAOD-qualified,438764,559423,54.927976,-1.396634,55.33877563,6395,23,2001,2023,23,52.12931548,53.4354423,49.7155673
161,Ixworth Thorpe,http://environment.data.gov.uk/hydrology/id/measures/c0ef2e8d-c302-47bd-999b-989de836657a-gw-dipped-i-mAOD-qualified,,591773,272541,52.317455,0.812198,45.29453278,227,22,1998,2019,22,21.11572221,22.11453278,20.06453278
162,Swan Carr,http://environment.data.gov.uk/hydrology/id/measures/a2a040b9-b64d-4361-860a-371fb2450d8f-gw-dipped-i-mAOD-qualified,,431413,527055,54.637628,-1.514829,78.58377838,1239,54,1968,2023,56,6.185658929,14.75377838,3.80377838
163,Chipley,http://environment.data.gov.uk/hydrology/id/measures/63481815-a9d3-432e-a0e3-e5b297008edb-gw-dipped-i-mAOD-qualified,,311702,125300,51.020265,-3.260252,90.04476166,284,29,1992,2023,32,10.98342011,17.85476166,5.46476166
164,Vauxhall Road,,http://environment.data.gov.uk/hydrology/id/measures/dd2b5853-7618-485f-9272-7206db1d9048-gw-logged-i-subdaily-mAOD-qualified,334360,392220,53.422661,-2.989207,18.92000008,6449,20,2001,2020,20,23.6891609,25.02833341,22.25166675
165,North Dean House,http://environment.data.gov.uk/hydrology/id/measures/96a6e2a5-2842-4704-8d2c-8daa179e2b10-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/96a6e2a5-2842-4704-8d2c-8daa179e2b10-gw-logged-i-subdaily-mAOD-qualified,485540,198150,51.67561,-0.764307,111.8564377,4582,50,1974,2023,50,10.44922656,18.7764377,1.1764377
166,Wilgate Green,http://environment.data.gov.uk/hydrology/id/measures/01e2532a-1f3d-45db-a9a3-f6667b446ab0-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/01e2532a-1f3d-45db-a9a3-f6667b446ab0-gw-logged-i-subdaily-mAOD-qualified,599994,156917,51.276283,0.866011,72.04188538,7446,25,1999,2023,25,46.26287823,51.69044788,38.52188538
167,Hut and Lodge Farm,http://environment.data.gov.uk/hydrology/id/measures/9c05cd86-875d-44b7-96fe-d30954c52977_90102105-gw-dipped-i-mAOD-qualified,,404342,122490,51.001781,-1.939488,170.328125,352,33,1991,2023,33,67.67866477,76.818125,54.498125
168,Pettaugh,http://environment.data.gov.uk/hydrology/id/measures/16995b14-addc-4516-b499-677e2a0cd6f0-gw-dipped-i-mAOD-qualified,,617660,260672,52.201271,1.183755,37.95082092,107,22,1995,2023,29,3.476802228,4.97082092,-0.37917908
169,Abbotscroft Farm,http://environment.data.gov.uk/hydrology/id/measures/71051d15-47c2-400f-959a-7cba8c43f259-gw-dipped-i-mAOD-qualified,,464946,131202,51.076473,-1.074306,119.0511322,211,33,1982,2022,41,36.95966301,44.0011322,27.6311322
170,Campdenhill Farm,http://environment.data.gov.uk/hydrology/id/measures/5f9e9076-b537-428c-8f88-6750a9fa8903-gw-dipped-i-mAOD-qualified,,414935,236635,52.027922,-1.783724,223.177536,338,29,1994,2022,29,3.41866026,4.347536,2.167536
171,Allford Brook,http://environment.data.gov.uk/hydrology/id/measures/d3b2178f-aa60-4cbe-95da-9811c423172d-gw-dipped-i-mAOD-qualified,,365525,322385,52.797907,-2.512742,58.01355362,327,37,1972,2022,51,1.84766677,2.58355362,1.18355362
172,Highwood Farm,http://environment.data.gov.uk/hydrology/id/measures/b1946b16-9390-4bb1-a7e1-69197f59858d-gw-dipped-i-mAOD-qualified,,448095,169055,51.418472,-1.309748,89.41261292,1661,54,1963,2019,57,13.92088505,15.86261292,10.60261292
173,Capel Church Farm,,http://environment.data.gov.uk/hydrology/id/measures/a7f305dd-bb99-4a56-95d2-8f9b6e168cb1-gw-logged-i-subdaily-mAOD-qualified,625386,140103,51.115864,1.218936,138.7361755,5759,17,2005,2021,17,68.23326177,83.58846717,54.8494255
174,Hutton Villa,http://environment.data.gov.uk/hydrology/id/measures/055446c6-678b-41d1-83fa-2a454dbe1f3d-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/055446c6-678b-41d1-83fa-2a454dbe1f3d-gw-logged-i-subdaily-mAOD-qualified,432951,528556,54.651019,-1.490833,81.87039948,10292,32,1992,2023,32,8.65161489,10.60473281,7.52039948
175,Holly Lodge,http://environment.data.gov.uk/hydrology/id/measures/c4d7f6ca-9a16-47de-bcd1-be75cc129aa5-gw-dipped-i-mAOD-qualified,,455474,355836,53.096842,-1.172998,145.8835602,587,50,1974,2023,50,27.12788729,29.6435602,25.0135602
176,Butterbache,,http://environment.data.gov.uk/hydrology/id/measures/ae821fd8-259b-4460-9528-aaeffcfea6f5-gw-logged-i-subdaily-mAOD-qualified,342026,365125,53.180041,-2.868906,8.6740942,4849,15,2008,2022,15,1.342871266,1.747698367,0.825385867
177,Asthall Barrow Farm,http://environment.data.gov.uk/hydrology/id/measures/3bcbe579-e8f2-4f3d-9e56-d11780ca5f2b-gw-dipped-i-mAOD-qualified,,428955,210655,51.793796,-1.58156,98.39550781,373,44,1977,2023,47,1.983791992,3.40550781,0.24550781
178,Renwick,,http://environment.data.gov.uk/hydrology/id/measures/bfff135b-8e78-4e91-8777-41db3804b98d-gw-logged-i-subdaily-mAOD-qualified,359355,541775,54.769227,-2.63327,204.2960205,4997,16,2006,2021,16,26.45577349,29.3715205,23.11447883
179,Wrottesley 1,http://environment.data.gov.uk/hydrology/id/measures/81ce2d5f-4acc-4efd-9019-a225188be40e-gw-dipped-i-mAOD-qualified,,382645,300955,52.606088,-2.257696,151.5214539,376,34,1988,2021,34,38.80407358,39.9914539,36.8714539
180,Scamblesby,http://environment.data.gov.uk/hydrology/id/measures/601551ad-3362-47c4-8f7d-82ccae962f19-gw-dipped-i-mAOD-qualified,,529005,378385,53.28673,-0.06628,85.49853516,518,44,1976,2023,48,21.97173979,23.19853516,20.78853516
183,Ainsdale High School,,http://environment.data.gov.uk/hydrology/id/measures/54e06751-a936-4ece-beec-0ccca80d8b34-gw-logged-i-subdaily-mAOD-qualified,331455,412895,53.608095,-3.037443,12.58535576,7783,26,1998,2023,26,1.084923609,1.840022427,0.149877499
184,Little London,,http://environment.data.gov.uk/hydrology/id/measures/3b0b053e-d5f1-4650-8f64-26aad22dfa9e-gw-logged-i-subdaily-mAOD-qualified,462315,159330,51.329657,-1.106982,69.25401306,7371,24,1997,2021,25,6.441488506,8.654846393,3.978054727
185,Bishop Burton Wold,http://environment.data.gov.uk/hydrology/id/measures/b2762ee0-2307-4479-9282-6354a684ade3-gw-dipped-i-mAOD-qualified,,496510,440824,53.854672,-0.534255,60.4925766,467,41,1979,2023,45,46.68987853,57.3525766,25.4425766
186,Westwell,http://environment.data.gov.uk/hydrology/id/measures/2849e521-2c90-4b22-8118-e66ddc1a134d-gw-dipped-i-mAOD-qualified,,421650,209780,51.786258,-1.687531,129.6366577,733,51,1969,2023,55,15.12309699,23.3066577,2.5766577
187,Furnace Grange,http://environment.data.gov.uk/hydrology/id/measures/8f4618a9-0bc3-4491-8226-64ec6705350c-gw-dipped-i-mAOD-qualified,,384495,296555,52.566589,-2.230171,89.9910202,1012,66,1932,2022,91,8.199370002,9.9510202,5.1210202
188,Formby Golf Club,,http://environment.data.gov.uk/hydrology/id/measures/fd196363-58c7-430e-9372-819cdfdc3a19-gw-logged-i-subdaily-mAOD-qualified,329235,409295,53.575447,-3.070172,10.62845325,6732,23,1998,2023,26,1.279003612,1.922994917,0.479619917
189,South Wonston,http://environment.data.gov.uk/hydrology/id/measures/d08f5277-e545-4015-8d62-60be949afaec-gw-dipped-i-mAOD-qualified,,446015,135655,51.118339,-1.343945,118.5975037,256,23,2001,2023,23,64.57933964,69.8075037,53.0275037
190,Frodsham Marsh,,http://environment.data.gov.uk/hydrology/id/measures/b6a9cd9d-5287-47bc-9426-fef516e651d0-gw-logged-i-subdaily-mAOD-qualified,348520,378220,53.298407,-2.773868,10.14060116,9853,36,1986,2022,37,4.110026841,6.92060116,2.89210116
191,Coven Lane,http://environment.data.gov.uk/hydrology/id/measures/78c43624-0cfa-4da7-9be5-71cb500b041d-gw-dipped-i-mAOD-qualified,,389865,304415,52.637376,-2.151191,101.8431778,446,40,1983,2022,40,1.796305603,3.4331778,-0.2968222
