No,label,trend classification,aquifer,regions,Spatial heterogeneity_5km,Spatial heterogeneity_no station nearby5km,Population density_MSOA,Population density_5km circle averaged,Irrigation intensity,long-term average groundwater recharge
300,Plex,Sudden downward change,Permian Sandstone,Midlands,,,56.6,269.5324074,251,0.329585158
301,Perrywood,Slow decreasing,Lower Greensand,Southern,heterogeneous trends,heterogeneous trends,90.7,176.1634843,251,0.412538479
302,Ladies Mile,No trend,Chalk,Southern,,,2447.9,1930.27454,1,0.886516364
303,Summergate Lane,No trend,Spilsby Sandstone,Anglian,,,116.9,81.1427191,751,0.051276242
304,Weeting Hall,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,25.2,59.05890053,5001,0.137634052
306,Elsham,Slow increasing,Oolites,Anglian,no station nearby,heterogeneous trends,120.2,87.54200003,1001,0.320391217
309,Weir Farm,No trend,Permian Sandstone,Midlands,,,67.6,78.55365205,1001,0.289179082
310,Little Wytherford,No trend,Permian Sandstone,Midlands,,,56.6,78.52236149,1001,0.540815618
311,Hazelwood Cottage,No trend,Corallian Limestone,Southern,,,124.2,101.0276796,1001,0.643156324
312,Wilsford 2,No trend,Oolites,Anglian,,,43.2,95.0555383,751,0.407775318
313,Wribbenhall,No trend,Unallocated to aquifers,Midlands,,,176.7,878.0579674,251,0.358535922
314,Chilton Candover,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,61,76.02462619,1,0.869549456
315,Ringmer Gote Farm House,No trend,Chalk,Southern,,,88.4,245.9796552,1,1.445460921
316,Buxton Heath,No trend,Chalk,Anglian,,,168.7,123.194126,1001,0.200516257
317,North Pickenham Road,No trend,Chalk,Anglian,,,86.3,100.1422895,5001,0.455905986
318,Great Shefford,No trend,Chalk,Thames,,,62,62.67278141,51,0.729693686
320,Little Ensdon,No trend,Triassic Sandstone,Midlands,,,55,55.35685199,251,0.683267009
321,Limpenhoe,No trend,Crag,Anglian,,,167.5,106.0728139,1001,0.437589998
322,Rocky Lane,Slow increasing,Triassic Sandstone,Midlands,heterogeneous trends,heterogeneous trends,3701.2,5726.24954,501,0.071981258
323,Corby Hill,No trend,Triassic Sandstone,North West,,,42.3,45.56216405,1,1.311952749
324,Fox Farm,No trend,Oolites,Thames,,,62.1,73.43486748,51,0.967818232
325,Potters Fen,No trend,Chalk,Anglian,,,111.4,310.7165932,1001,0.560616573
326,Ferrers Wheelbarrow Town,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,74.2,87.2279041,1001,1.065325145
328,Rooks Farm,No trend,Triassic Sandstone,Midlands,,,58.5,127.2376673,2501,0.201492885
329,Scripton Bridge,Sudden upward change,Fell Sandstone& Border Group,North East,,,348.8,572.2203835,1,0.442548733
330,Pinnegar Bottom,Slow increasing,Oolites,Thames,homogeneous trends,homogeneous trends,193.3,118.5236188,251,0.648271273
331,Bigmoor,Slow increasing,Carboniferous Limestone,Midlands,no station nearby,no station nearby,151.5,104.2420548,1,1.31780743
332,Biddestone 3,Slow decreasing,Oolites,South West,homogeneous trends,homogeneous trends,63.8,444.2627589,51,0.091591829
333,Biddestone 2,Slow increasing,Oolites,South West,homogeneous trends,homogeneous trends,63.8,447.473775,51,0.091591829
334,Frilsham,No trend,Chalk,Thames,,,152.2,159.8698208,51,0.058327902
335,Charleston Bottom,No trend,Chalk,Southern,,,115.7,505.3248061,1,0
336,Elveden Gap,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,128.1,300.2969525,5001,0.304015423
337,Summerleaze,No trend,Chalk,Thames,,,1387,1161.582255,251,0.609974487
338,Lowes Plantation,No trend,Chalk,Anglian,,,134.2,68.79114717,5001,0.508207146
339,Terrys Lodge Farm,No trend,Chalk,Southern,,,266.5,336.6891099,1,0.764413662
340,South Cockerington,No trend,Chalk,Anglian,,,51.7,167.2594529,751,0.331407798
341,Hensall,No trend,Triassic Sandstone,North East,,,78.7,106.6328754,251,0.248636665
342,Perry Farm,Slow decreasing,Triassic Sandstone,Midlands,heterogeneous trends,homogeneous trends,69.7,166.7558054,1001,0.6327524
343,Bradley Wood,No trend,Chalk,Thames,,,48.8,62.45016797,51,0.75810093
344,Flint Farm,No trend,Chalk,Anglian,,,51.1,59.80272818,5001,0.377230331
346,East Curthwaite,No trend,Triassic Sandstone,North West,,,18.6,75.42879576,1,1.300604856
347,Old Station Mendlesham,No trend,Crag,Anglian,,,105.7,84.41023642,1001,0.280232497
348,Alvescot Field Farm,No trend,Oolites,Thames,,,57.5,259.637761,251,0.473412404
349,Barlby Sandstone,Sudden upward change,Triassic Sandstone,North East,,,108.1,283.3380655,51,0.157630723
350,Widemarsh Common,No trend,Unallocated to aquifers,Midlands,,,3059.5,768.5633322,501,0.263847504
351,High Fallowfield,Slow increasing,Fell Sandstone& Border Group,North East,heterogeneous trends,heterogeneous trends,718.8,539.3990049,1,0.430266735
352,Nor Hill,No trend,Triassic Sandstone,Midlands,,,352.5,209.216954,1001,0.534420999
353,Ripple Nurseries,No trend,Lower Greensand,Southern,,,233.8,570.0639777,1001,0.417008237
354,Lowfield,Sudden upward change,Carboniferous Limestone,North East,,,394.2,566.0031582,251,0.357955305
355,Brimpsfield,No trend,Triassic Sandstone,Midlands,,,28,108.0440603,101,1.034747062
356,Havenhills,Slow decreasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,48.6,364.8030272,1001,0.423499901
357,Bishops Sutton,No trend,Chalk,Southern,,,88.2,93.507419,1,1.010946206
358,Bitchfield,Slow increasing,Oolites,Anglian,heterogeneous trends,heterogeneous trends,47.1,47.30338293,101,0.040817602
359,Shotatton Deep,Slow increasing,Triassic Sandstone,Midlands,no station nearby,homogeneous trends,69.7,65.97626174,251,0.67855439
360,Woodbury Common,No trend,Permian Sandstone,South West,,,113,225.5332591,51,0.921409211
361,Ashridge Wood,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,53.7,77.02393459,51,0.746836728
362,Woolverton 2,Slow increasing,Oolites,South West,homogeneous trends,homogeneous trends,64.5,197.8840881,51,1.139014704
363,Pencombe,Slow decreasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,50,46.40842888,501,0.882416084
364,Sandall Beat,No trend,Triassic Sandstone,Midlands,,,3311.3,1315.255355,2501,0.049812718
365,Kirkby Wetlands 1,No trend,Oolites,Anglian,,,219.8,131.9030205,751,0.211048586
366,Kirkby Wetlands 2,No trend,Oolites,Anglian,,,219.8,134.0513054,751,0.211048586
367,Kirkby Moor Farm,No trend,Oolites,Anglian,,,219.8,124.9738445,751,0.211048586
368,Moor Farm 2,No trend,Oolites,Anglian,,,219.8,102.9522695,751,0.144524805
369,Moor Farm 1,No trend,Oolites,Anglian,,,219.8,107.8357307,751,0.144524805
370,Croxton Park,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,25.2,138.6158032,5001,0.163202582
371,Astol,No trend,Permian Sandstone,Midlands,,,48.6,89.38531328,1001,0.425315558
372,Swaffham Prior,No trend,Chalk,Anglian,,,74.5,129.179411,5001,0.194441735
373,Cross Hill,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,homogeneous trends,874,1620.409373,101,0.49790713
374,Park Farm Ousden,No trend,Chalk,Anglian,,,63.4,75.90287522,5001,0.065950706
375,Littlecote Park Farm,No trend,Chalk,Thames,,,36.5,92.45910653,51,0.770542329
376,Takeley,Slow decreasing,Chalk,Thames,no station nearby,homogeneous trends,157.7,177.1163532,1001,0.083001528
377,Heath House,No trend,Lower Greensand,Southern,,,128.3,949.3345915,251,0.037942008
378,Wingate Farm,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,74.2,101.8788916,1001,0.940807464
379,Dane Farm,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,74.2,91.56731636,1001,1.050904787
381,Valiers Bottom,No trend,Chalk,Southern,,,122.7,317.5120003,1001,1.224977906
382,Lyndhurst,No trend,Chalk,Southern,,,54.2,87.05778363,251,0.153248171
383,Walford Heath,No trend,Permian Sandstone,Midlands,,,55,54.61118054,1001,0.374659501
384,Arreton Craft Centre,Slow increasing,Lower Greensand,Southern,homogeneous trends,homogeneous trends,376.6,356.6704029,251,0.964764982
385,Horseclose Copse,No trend,Chalk,Thames,,,213.1,90.07322585,51,0.866721898
386,Pincheon Green,Sudden downward change,Triassic Sandstone,North East,,,212.5,236.0890639,51,0.200905668
387,Kirbymoorside,No trend,Corallian Limestone,North East,,,21.5,21.02412191,751,0.859759873
388,Calbourne Bottom,No trend,Chalk,Southern,,,58.5,72.28813962,251,0.588815333
389,Beetley Meadow,No trend,Chalk,Anglian,,,46.4,161.7742428,1001,0.54914998
392,Weterton house Farm,Sudden upward change,Magnesian Limestone,North East,,,74.2,166.0568598,251,0.400187404
393,Park House,Slow increasing,Corallian Limestone,Southern,no station nearby,homogeneous trends,63.4,305.7251334,251,1.355025961
394,Myton Roundhill,No trend,Triassic Sandstone,North East,,,50.3,67.90283002,251,0.359884229
395,Holly Farm Upton,No trend,Crag,Anglian,,,148.8,124.8036082,1001,0.289767726
396,Green Lane Cottages,Slow increasing,Magnesian Limestone,North East,heterogeneous trends,heterogeneous trends,74.2,156.4937611,251,0.376768901
397,Knights Enham,No trend,Chalk,Southern,,,580.4,654.7802013,1,0.798821734
398,Brighton Victoria Gardens,No trend,Chalk,Southern,,,7775.5,4677.986667,1,0
399,Shillingthorpe 1,No trend,Oolites,Anglian,,,73.2,151.1581076,101,0.381848479
400,The Belt,Slow increasing,Chalk,South West,heterogeneous trends,homogeneous trends,78.9,205.9919125,51,0.793486164
401,Smallburgh,No trend,Crag,Anglian,,,76.6,95.4127948,1001,0.363262886
402,Fulstow,No trend,Chalk,Anglian,,,51.7,61.92147031,1001,0.279796229
403,Portsdown hill,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,2722.6,1481.771811,101,0.821558523
404,Upton Green,No trend,Crag,Anglian,,,148.8,119.937709,1001,0.038517364
405,Mimram 5,No trend,Chalk,Thames,,,319.3,524.7459351,101,0.5526777
406,Great Bradley,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,75.3,76.50287515,1001,0.095261201
407,Broad Hinton,No trend,Chalk,Thames,,,36.5,122.7518857,51,0.807003343
408,Amwell 5,No trend,Chalk,Thames,,,266.6,791.7629537,101,0.045862322
409,Stock Lane,No trend,Chalk,Thames,,,36.5,36.89665216,51,0.913602633
412,Newton Regis,Sudden upward change,Triassic Sandstone,Midlands,,,274.8,233.8153138,501,0.43951974
413,Aunsby,No trend,Oolites,Anglian,,,43.2,82.79085124,751,0.239984466
414,Honey Hill,Slow decreasing,Chalk,North East,heterogeneous trends,heterogeneous trends,35.6,31.74448008,51,0.822080507
415,Bletchingdon,Slow increasing,Oolites,Thames,no station nearby,heterogeneous trends,94,251.8730785,51,0.666019391
416,Mayertorne Manor,Slow increasing,Chalk,Thames,homogeneous trends,homogeneous trends,398.3,274.8742574,101,0.759716817
417,Orby,No trend,Spilsby Sandstone,Anglian,,,46.6,70.33514329,751,0.298275913
418,The Citadel,Slow decreasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,56.6,60.88088336,1001,0.52492936
419,Scopwick,No trend,Oolites,Anglian,,,102.3,76.30107041,751,0.303716566
420,Read Scar Wood,No trend,Carboniferous Limestone,North West,,,1636.5,1026.752624,1,0.681623133
421,Lowgate Balne,No trend,Triassic Sandstone,North East,,,78.7,129.0978367,51,0.23965519
422,Boxted,No trend,Chalk,Anglian,,,112.3,102.873703,1001,0.087056083
423,Woolbeding Pound Common,No trend,Lower Greensand,Southern,,,44.7,89.74661279,1001,1.216592337
424,Fishlocks,No trend,Magnesian Limestone,North East,,,241.6,139.7154743,251,0.281602325
425,Harcourt,No trend,Permian Sandstone,Midlands,,,56.6,75.46989286,1001,0.472028645
428,Chicheley Gardens,Slow increasing,Chalk,Thames,no station nearby,homogeneous trends,4880.9,4078.458137,101,0.061268006
429,Sparholme Wood,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,heterogeneous trends,29.2,33.56613575,1,1.711740467
430,Southend Goxhill,No trend,Chalk,Anglian,,,145.7,105.9411123,1001,0.492308311
431,Ballinger Common,Slow decreasing,Chalk,Thames,homogeneous trends,homogeneous trends,113.8,391.5294274,101,0.851044574
432,Salford,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,heterogeneous trends,4144.4,4968.868133,101,0.609042946
433,Hoover Building,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,4390.6,6367.95142,101,0.034541345
434,Grievestead Farm,Slow decreasing,Fell Sandstone& Border Group,North East,heterogeneous trends,heterogeneous trends,33,31.0226601,1,0.473107821
435,Ram Hall,Slow decreasing,Triassic Sandstone,Midlands,no station nearby,no station nearby,360.7,641.9293255,501,0.470758724
436,Lower Basildon,Slow decreasing,Chalk,Thames,homogeneous trends,homogeneous trends,150,184.8903922,251,0.546443192
437,Fords,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,homogeneous trends,2281.2,1764.081438,101,0.493955518
439,Charlton North Lane,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,75.3,110.0705895,1001,1.133384302
440,Tattershall 3,Slow increasing,Oolites,Anglian,heterogeneous trends,heterogeneous trends,219.8,153.1206235,751,0.093164072
441,Pulborough Brooks 4,Slow increasing,Lower Greensand,Southern,heterogeneous trends,heterogeneous trends,204.7,167.769939,1001,0.899673567
442,Pulborough Brooks 3,Slow increasing,Lower Greensand,Southern,heterogeneous trends,heterogeneous trends,204.7,167.7239475,1001,0.899673567
443,Fairmile Bottom,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,78.8,119.5413225,1001,0.966209864
444,Brighton Preston Park North,Slow increasing,Chalk,Southern,homogeneous trends,homogeneous trends,4571.5,3809.675931,1,0.780516572
445,Halstead,No trend,Chalk,Southern,,,267.2,632.0047297,1,0.605664206
446,West Wickham Way,Slow decreasing,Chalk,Anglian,homogeneous trends,homogeneous trends,76.5,77.12745827,5001,0.071681781
447,Compton House,No trend,Triassic Sandstone,Midlands,,,63.4,111.6222095,101,0.182290038
448,Appleton Wood Wingham,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,110.3,141.1819706,1001,0.325820783
449,Coast Road,No trend,Triassic Sandstone,North West,,,1028.7,1035.941402,1,0.701529356
450,Kellingley,Slow increasing,Magnesian Limestone,North East,heterogeneous trends,heterogeneous trends,78.7,167.4689267,51,0.412903274
451,Louth,Sudden downward change,Spilsby Sandstone,Anglian,,,1565.3,248.7040302,751,0.421205401
452,Pettaugh D,No trend,Crag,Anglian,,,57.4,58.05139942,2501,0.070324904
453,Norton Grange Farm,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,468.6,284.1599412,1001,0.409851662
454,Weedley Plantation,No trend,Triassic Sandstone,North East,,,73.5,178.4184134,51,0.725403557
455,Westoe Farm,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,76.5,105.5215997,5001,0.065932514
456,Lilley Bottom,No trend,Chalk,Thames,,,91.7,334.9625307,101,0.467143991
457,Garmondsway,Sudden upward change,Unallocated to aquifers,North East,,,313.9,336.1979424,1,0.401925795
458,Maidenhead Ditch,Slow decreasing,Chalk,Thames,no station nearby,homogeneous trends,5117.7,1181.254074,251,0.609974487
459,South Darenth,No trend,Lower Greensand,Southern,,,195.1,660.6337616,1,0.493929976
460,Thurlow Road,No trend,Chalk,Anglian,,,76.5,76.44172174,1001,0.224356991
461,High Burnigill,Sudden upward change,Fell Sandstone& Border Group,North East,,,1052.6,635.607038,1,0.296592297
462,Ricketts farm,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,114.5,124.2350717,5001,0.078300979
464,Wet Horse Fen,No trend,Lower Greensand,Anglian,,,192.9,162.7837953,5001,0.065907244
465,Aspin Farm,Slow increasing,Triassic Sandstone,North East,heterogeneous trends,heterogeneous trends,20.2,20.20582823,751,0.133081368
466,Riseholme,No trend,Oolites,Anglian,,,223.6,785.8742157,751,0.367875914
467,Rockley,No trend,Chalk,Thames,,,36.5,155.8186848,51,0.862345253
468,Radmoor,No trend,Permian Sandstone,Midlands,,,70.1,70.57014939,1001,0.383537413
469,Blacketts Farm Chalk,No trend,Chalk,Southern,,,90.7,472.3144148,251,0.148915065
470,Blacketts Farm Thanet,Slow increasing,Chalk,Southern,no station nearby,heterogeneous trends,90.7,472.7744317,251,0.148915065
471,Whitwell Highwood,Slow decreasing,Magnesian Limestone,Midlands,no station nearby,heterogeneous trends,255.3,350.3210206,2501,0.419449593
472,Alne Sandy Lane,No trend,Triassic Sandstone,North East,,,50.3,54.94991792,251,0.431785234
473,Lingham Lane,No trend,Triassic Sandstone,North East,,,48.2,61.90922163,251,0.27974912
474,Stretton Sugwas,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,66.2,465.870989,501,0.321514311
475,Newsells,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,46.9,165.5177016,5001,0.083625104
476,Wapseys Wood,No trend,Chalk,Thames,,,444.6,543.8728815,101,0.528453575
477,Riseley Mill,Slow increasing,Chalk,Thames,no station nearby,heterogeneous trends,133.4,288.8617807,251,0.189615383
478,Atcham,No trend,Unallocated to aquifers,Midlands,,,114.3,249.2633942,1001,0.431223952
479,Cambridge Road,No trend,Chalk,Anglian,,,76.5,108.2565561,5001,0.294783608
480,Chidden Farm,No trend,Chalk,Southern,,,74,147.6304416,101,0.928121993
481,Brick House Farm,No trend,Magnesian Limestone,North East,,,270.8,193.1515843,501,0.408041511
482,Sandhill Farm,Slow decreasing,Carboniferous Limestone,North East,no station nearby,heterogeneous trends,91.5,53.27576857,251,0.413579261
483,Grayshott,No trend,Lower Greensand,Thames,,,605.9,372.6635507,501,0.933098536
484,Ryton,Slow decreasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,63.4,102.7418206,101,0.474559704
485,Chat Moss,No trend,Triassic Sandstone,North West,,,776.6,934.4109952,101,0.790140607
486,Downham Highlodge,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,128.1,239.0958167,5001,0.226887128
487,Skewter Plantation,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,51.1,58.54071782,5001,0.198431564
488,Welton Wold 2,Slow increasing,Triassic Sandstone,North East,no station nearby,heterogeneous trends,524.7,526.2559482,51,0.624675163
489,Longwood Owslebury,No trend,Chalk,Southern,,,159.3,170.0734679,1,1.063792469
490,Lower Wield Farm,No trend,Chalk,Southern,,,116.8,88.45793184,1,1.022962725
491,Moor Hall,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,heterogeneous trends,484.9,708.3001807,101,0.397759944
492,Hampshire Bowman,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,438.8,197.5003843,101,0.978321721
